Artikelnummer;Oms1;Oms2;Oms3;Zoeknaam;Groep;EAN;Verkoopprijs;Eenheid;Prijs per;Voorraad
ABM06MU16       ;RECHTE ADAPTER;BSP 3/8" dr. x ORFS 16/16" dr.;;ABM06MU1;F0501036;;33.06;ST      ;1;1
ABM06NM02       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM0;F0501029;;4.9;ST      ;1;26
ABM06NM04       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM0;F0501029;;6.1;ST      ;1;32
ABM06NM06       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM0;F0501029;;4.54;ST      ;1;307
ABM06NM06 (KL.ZE;BSP-NPT ADAPT.BU.BU.;;;ABM06NM0;L99     ;;4.14;ST      ;1;25
ABM06NM08       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM0;F0501029;;7.47;ST      ;1;10
ABM06NM12       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM1;F0501029;;8.72;ST      ;1;12
ABM06NM16       ;BSP-NPT ADAPT.BU.BU.;;;ABM06NM1;F0501029;;16.95;ST      ;1;6
ABM06NPTFM06    ;BSP-NPTF ADAPT.BU.BU.;;;ABM06NPT;F0401016;;4.91;ST      ;1;10
ABM06NV06       ;BSP-NPT ADAPT.BU.BI.;;;ABM06NV0;F0501030;;18.81;ST      ;1;7
ABM06QB06       ;BSP 3/8"BU.DR. - OOG 3/8";;;ABM06QB0;F0501035;;12.57;ST      ;1;0
ABM08           ;BSP ADAPT.PLUG;;;ABM08   ;F0501019;;2.51;ST      ;1;21
ABM08BF08BF08   ;BSP ADAPT.T-WART.BU.BI.BI.;;;ABM08BF0;F0504004;;28.75;ST      ;1;10
ABM08BF08BM08   ;BSP ADAPT.T-WART.BU.BI.BU.;;;ABM08BF0;F0504003;;18.02;ST      ;1;19
ABM08BM08       ;BSP ADAPT.BU.BU.;;;ABM08BM0;F0501020;;2.47;ST      ;1;296
ABM08BM08BF08   ;BSP ADAPT.T-WART.BU.BU.BI.;;;ABM08BM0;F0504005;;19.15;ST      ;1;16
ABM08BM08BF08.B ;BSP ADAPT.T-WART.BU.BU.BI.;;;ABM08BM0;F0504005;;22.31;ST      ;1;10
ABM08BM08BM04   ;BSP ADAPT.T-BU.BU.BU.;;;ABM08BM0;F0504002;;21.68;ST      ;1;5
ABM08BM08BM06   ;BSP ADAPT.T-BU.BU.BU.;;;ABM08BM0;F0504002;;21.68;ST      ;1;5
ABM08BM08BM08   ;BSP ADAPT.T-BU.BU.BU.;;;ABM08BM0;F0504002;;13.7;ST      ;1;5
ABM08BM08BM08.B ;BSP ADAPT.T-BU.BU.BU.;;;ABM08BM0;F0504002;;21.68;ST      ;1;11
ABM08BM10       ;BSP ADAPT.BU.BU.;;;ABM08BM1;F0501020;;4.23;ST      ;1;16
ABM08BM12       ;BSP ADAPT.BU.BU.;;;ABM08BM1;F0501020;;3.9;ST      ;1;69
ABM08BM16       ;BSP ADAPT.BU.BU.;;;ABM08BM1;F0501020;;6.97;ST      ;1;9
ABM08BM20       ;BSP ADAPT.BU.BU.;;;ABM08BM2;F0501020;;39.65;ST      ;1;1
ABM08BM24       ;BSP ADAPT.BU.BU.;;;ABM08BM2;F0501020;;48.44;ST      ;1;7
ABM08BM32       ;BSP ADAPT.BU.BU.;;;ABM08BM3;F0501020;;61.04;ST      ;1;5
ABM08BML06      ;BSP ADAPT.SCHOT BU.BU.;;;ABM08BML;F0501021;;19.6;ST      ;1;5
ABM08BML08      ;BSP ADAPT.SCHOT BU.BU.;;;ABM08BML;F0501021;;8.72;ST      ;1;60
ABM08BT02       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT0;F0501022;;7;ST      ;1;5
ABM08BT04       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT0;F0501022;;5.21;ST      ;1;18
ABM08BT06       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT0;F0501022;;5.91;ST      ;1;5
ABM08BT08       ;BSP-BSPT.ADAPT.BU.BU.;;;ABM08BT0;F0501022;;2.84;ST      ;1;5
ABM08BT10       ;BSP-BSPT.ADAPT.BU.BU.;;;ABM08BT1;F0501022;;6;ST      ;1;23
ABM08BT12       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT1;F0501022;;7.24;ST      ;1;40
ABM08BT16       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT1;F0501022;;12.37;ST      ;1;20
ABM08BT20       ;BSP-BSPT ADAPT.BU.BU.;;;ABM08BT2;F0501022;;28.31;ST      ;1;5
ABM08BV02       ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;5.36;ST      ;1;5
ABM08BV04       ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;4.14;ST      ;1;10
ABM08BV06       ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;3.24;ST      ;1;369
ABM08BV06L      ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;6.22;ST      ;1;13
ABM08BV08-25    ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;4.06;ST      ;1;25
ABM08BV08-35    ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;4.96;ST      ;1;10
ABM08BV08-50    ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;6.42;ST      ;1;37
ABM08BV08-65    ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;8.09;ST      ;1;3
ABM08BV08L      ;BSP ADAPT.BU.BI.;;;ABM08BV0;F0501023;;6.22;ST      ;1;11
ABM08BV12L      ;BSP ADAPT.BU.BI.;;;ABM08BV1;F0501023;;12.9;ST      ;1;35
ABM08BV16L      ;BSP ADAPT.BU.BI.;;;ABM08BV1;F0501023;;36.58;ST      ;1;12
ABM08F622       ;BSP-METR.ADAPT.WART.BU.BI.;;;ABM08F62;F0501026;;10.42;ST      ;1;5
ABM08FU13       ;Rechte adapter;BSP 1/2" dr. x ORFS 13/16" wa.;;ABM06MU1;F0501028;;10.8;ST      ;1;3
ABM08JF07       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF0;F0501024;;9.1;ST      ;1;5
ABM08JF08       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF0;F0501024;;9.1;ST      ;1;5
ABM08JF09       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF0;F0501024;;7.31;ST      ;1;5
ABM08JF12       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF1;F0501024;;8;ST      ;1;13
ABM08JF14       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF1;F0501024;;8.78;ST      ;1;10
ABM08JF17       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM08JF1;F0501024;;15.79;ST      ;1;5
ABM08JM07       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM0;F0501025;;5.21;ST      ;1;8
ABM08JM08       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM0;F0501025;;5.21;ST      ;1;5
ABM08JM09       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM0;F0501025;;6.42;ST      ;1;0
ABM08JM12       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM1;F0501025;;4.18;ST      ;1;20
ABM08JM14       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM1;F0501025;;5.05;ST      ;1;20
ABM08JM17       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM1;F0501025;;6.53;ST      ;1;5
ABM08JM21       ;BSP-JIC ADAPT.BU.BU.;;;ABM08JM2;F0501025;;12.53;ST      ;1;28
ABM08KF22       ;BSP-KARCHER ADAPT.WART.BU.BI.;;;ABM08KF2;F1201102;;11.87;ST      ;1;13
ABM08KM22       ;BSP-KARCHER ADAPT.BU.BU.;;;ABM08KM2;F17     ;;8.93;ST      ;1;31
ABM08M612       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M61;F0501027;;6;ST      ;1;6
ABM08M614       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M61;F0501027;;6;ST      ;1;14
ABM08M616       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M61;F0501027;;5.91;ST      ;1;10
ABM08M618       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M61;F0501027;;6;ST      ;1;30
ABM08M620       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M62;F0501027;;6.53;ST      ;1;30
ABM08M622       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M62;F0501027;;6.61;ST      ;1;50
ABM08M624       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M62;F0501027;;7.24;ST      ;1;5
ABM08M626       ;BSP-METR.ADAPT.BU.BU.;;;ABM08M62;F0501027;;7.24;ST      ;1;6
ABM08MSO07      ;BSP-UNF ADAPT.BU.BU.;;;ABM08MSO;F0501028;;5.21;ST      ;1;5
ABM08MSO12      ;BSP-UNF ADAPT.BU.BU.;;;ABM08MSO;F0501028;;5.21;ST      ;1;5
ABM08MU09       ;RECHTE ADAPTER;BSP 1/2" dr. x ORFS 9/16" dr.;;ABM08MU0;F0501036;;46.4;ST      ;1;2
ABM08MU11       ;RECHTE ADAPTER;BSP 1/2" dr. x ORFS 9/16" dr.;;ABM08MU1;F0501036;;14.39;ST      ;1;3
ABM08MU13       ;RECHTE ADAPTER;BSP 1/2" dr. x ORFS 9/16" dr.;;ABM08MU1;F0501036;;7.36;ST      ;1;5
ABM08MU16       ;RECHTE ADAPTER;BSP 1/2"DR. * ORFS 1"DR.;;ABMO08MU;F0501036;;44.43;ST      ;1;11
ABM08NM02       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM0;F04     ;;7.14;ST      ;1;5
ABM08NM04       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM0;F04     ;;5.21;ST      ;1;10
ABM08NM06       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM0;F04     ;;7.35;ST      ;1;14
ABM08NM08       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM0;F04     ;;3.97;ST      ;1;200
ABM08NM12       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM1;F04     ;;9.39;ST      ;1;5
ABM08NM16       ;BSP-NPT ADAPT.BU.BU.;;;ABM08NM1;F04     ;;12.83;ST      ;1;10
ABM08NV08       ;BSP-NPT ADAPT.BU.BI.;;;ABM08NV0;F04     ;;23.16;ST      ;1;5
ABM08QB08       ;SCHROEFBANJO-OOG;;;ABM08QB0;F04     ;;8.3;ST      ;1;10
ABM10           ;BSP ADAPT.PLUG;;;ABM10   ;F0501019;;4.97;ST      ;1;10
ABM10BF10BM10   ;BSP ADAPT.T-WART.BU.BI.BU.;;;ABM10BF1;F04     ;;42.92;ST      ;1;7
ABM10BM10       ;BSP ADAPT.BU.BU.;;;ABM10BM1;F04     ;;4.69;ST      ;1;30
ABM10BM10BF10   ;BSP ADAPT.T-WART.BU.BU.BI.;;;ABM10BM1;F04     ;;30.71;ST      ;1;12
ABM10BM10BM08   ;BSP ADAPT.T-BU.BU.BU.;;;ABM10BM1;F04     ;;24.19;ST      ;1;5
ABM10BM10BM10   ;BSP ADAPT.T-BU.BU.BU.;;;ABM10BM1;F04     ;;24.19;ST      ;1;3
ABM10BM12       ;BSP ADAPT.BU.BU.;;;ABM10BM1;F04     ;;3.78;ST      ;1;17
ABM10BM16       ;BSP ADAPT.BU.BU.;;;ABM10BM1;F04     ;;11.61;ST      ;1;5
ABM10BM20       ;BSP ADAPT.BU.BU.;;;ABM10BM2;F04     ;;39.65;ST      ;1;12
ABM10BML10      ;BSP ADAPT.SCHOT BU.BU.;;;ABM10BML;F04     ;;10.26;ST      ;1;10
ABM10BT04       ;BSP-BSPT ADAPT.BU.BU.;;;ABM10BT0;F04     ;;7.31;ST      ;1;5
ABM10BT06       ;BSP-BSPT ADAPT.BU.BU.;;;ABM10BT0;F04     ;;8;ST      ;1;5
ABM10BT08       ;BSP-BSPT ADAPT.BU.BU.;;;ABM10BT0;F04     ;;5.67;ST      ;1;7
ABM10BT10       ;BSP-BPST ADAPT.BU.BU.;;;ABM10BT1;F04     ;;5.67;ST      ;1;6
ABM10BT12       ;BSP-BSPT ADAPT.BU.BU.;;;ABM10BT1;F04     ;;9.1;ST      ;1;5
ABM10BV04       ;BSP ADAPT.BU.BI.;;;ABM10BV0;F04     ;;7.14;ST      ;1;4
ABM10BV06       ;BSP ADAPT.BU.BI.;;;ABM10BV0;F04     ;;7.14;ST      ;1;9
ABM10BV08L      ;BSP ADAPT.BU.BI.;;;ABM10BV0;F04     ;;7.07;ST      ;1;7
ABM10JF12       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM10JF1;F04     ;;10.42;ST      ;1;5
ABM10JF14       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM10JF1;F04     ;;10.42;ST      ;1;9
ABM10JF17       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM10JF1;F04     ;;22.01;ST      ;1;10
ABM10JM09       ;BSP-JIC ADAPT.BU.BU.;;;ABM10JM0;F04     ;;8;ST      ;1;9
ABM10JM12       ;BSP-JIC ADAPT.BU.BU.;;;ABM10JM1;F04     ;;8;ST      ;1;19
ABM10JM14       ;BSP-JIC ADAPT. BU.BU.;;;ABM10JM1;F04     ;;8;ST      ;1;5
ABM10JM17       ;BSP-JIC ADAPT.BU.BU.;;;ABM10JM1;F04     ;;8;ST      ;1;8
ABM10JM19       ;BSP-JIC ADAPT.BU.BU.;;;ABM10JM1;F04     ;;10.12;ST      ;1;5
ABM10JM21       ;BSP-JIC ADAPT.BU.BU.;;;ABM10JM2;F04     ;;11.37;ST      ;1;5
ABM10M616       ;BSP-METR.ADAPT.BU.BU.;;;ABM10M61;F04     ;;7.07;ST      ;1;5
ABM10M618       ;BSP-METR.APAPT.BU.BU.;;;ABM10M61;F04     ;;6.61;ST      ;1;16
ABM10M622       ;BSP-METR.ADAPT.BU.BU.;;;ABM10M62;F04     ;;6.61;ST      ;1;9
ABM10M626       ;BSP-METR.ADAPT.BU.BU.;;;ABM10M62;F04     ;;8.48;ST      ;1;7
ABM10NM06       ;BSP-NPT ADAPT.BU.BU.;;;ABM10NM0;F04     ;;8.64;ST      ;1;6
ABM10NM08       ;BSP-NPT ADAPT.BU.BU.;;;ABM10NM0;F04     ;;8.64;ST      ;1;6
ABM10NM10       ;BSP-NPT ADAPT.BU.BU.;;;ABM10NM1;F04     ;;5.93;ST      ;1;9
ABM10NM12       ;BSP-NPT ADAPT.BU.BU.;;;ABM10NM1;F04     ;;10.8;ST      ;1;53
ABM12           ;BSP ADAPT.PLUG;;;ABM12   ;F0501019;;3.84;ST      ;1;10
ABM12BF12BF12   ;BSP ADAPT.T-WART.BU.BI.BI.;;;ABM12BF1;F04     ;;44.78;ST      ;1;5
ABM12BF12BM12   ;BSP ADAPT.T-WART.BU.BI.BU.;;;ABM12BF1;F04     ;;35.18;ST      ;1;35
ABM12BF12BM12.B ;BSP ADAPT.T-WART.BU.BI.BU.;BLOKUITVOERING;;ABM12BF1;F04     ;;46.88;ST      ;1;2
ABM12BM12       ;BSP ADAPT.BU.BU.;;;ABM12BM1;F0501020;;4.09;ST      ;1;255
ABM12BM12BF12   ;BSP ADAPT.T-WART.BU.BU.BI.;;;ABM12BM1;F04     ;;37.37;ST      ;1;5
ABM12BM12BM04   ;BSP ADAPT.T-BU.BU.BU.;;;ABM12BM1;F04     ;;29.86;ST      ;1;5
ABM12BM12BM06   ;BSP ADAPT.T-BU.BU.BU.;;;ABM12BM1;F04     ;;29.86;ST      ;1;5
ABM12BM12BM08   ;BSP ADAPT.T-BU.BU.BU.;;;ABM12BM1;F04     ;;29.86;ST      ;1;5
ABM12BM12BM10   ;BSP ADAPT.T-BU.BU.BU.;;;ABM12BM1;F04     ;;29.86;ST      ;1;5
ABM12BM12BM12   ;BSP ADAPT.T-BU.BU.BU.;;;ABM12BM1;F04     ;;19.73;ST      ;1;16
ABM12BM16       ;BSP ADAPT.BU.BU.;;;ABM12BM1;F04     ;;6.97;ST      ;1;54
ABM12BM20       ;BSP ADAPT.BU.BU.;;;ABM12BM2;F04     ;;11.48;ST      ;1;7
ABM12BM24       ;BSP ADAPT.BU.BU.;;;ABM12BM2;F04     ;;18.88;ST      ;1;10
ABM12BM32       ;BSP ADAPT.BU.BU.;;;ABM12BM3;F04     ;;57.32;ST      ;1;0
ABM12BML12      ;BSP ADAPT.SCHOT BU.BU.;;;ABM12BML;F04     ;;16.09;ST      ;1;30
ABM12BT04       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT0;F04     ;;10.42;ST      ;1;8
ABM12BT06       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT0;F04     ;;9.72;ST      ;1;5
ABM12BT08       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT0;F04     ;;13.55;ST      ;1;15
ABM12BT10       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT1;F04     ;;8.78;ST      ;1;5
ABM12BT12       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT1;F04     ;;4.73;ST      ;1;34
ABM12BT16       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT1;F04     ;;14.19;ST      ;1;34
ABM12BT20       ;BSP-BSPT ADAPT.BU.BU.;;;ABM12BT2;F04     ;;28.31;ST      ;1;2
ABM12BV02       ;BSP ADAPT.BU.BI.;;;ABM12BV0;F04     ;;7.31;ST      ;1;5
ABM12BV04       ;BSP ADAPT.BU.BI.;;30127395;ABM12BV0;F04     ;;7.31;ST      ;1;56
ABM12BV06       ;BSP ADAPT.BU.BI.;;;ABM12BV0;F04     ;;7.31;ST      ;1;4
ABM12BV08       ;BSP ADAPT.BU.BI.;;;ABM12BV0;F04     ;;4.55;ST      ;1;25
ABM12BV08L      ;BSP ADAPT.BU.BI.;;;ABM12BV0;F04     ;;9.1;ST      ;1;130
ABM12BV10L      ;BSP ADAPT.BU.BI.;;;ABM12BV1;F04     ;;9.1;ST      ;1;5
ABM12BV12-30    ;BSP ADAPT.BU.BI.;;;ABM12BV1;F04     ;;6.03;ST      ;1;37
ABM12BV12-40    ;BSP ADAPT.BU.BI.;;;ABM12BV1;F04     ;;7.28;ST      ;1;0
ABM12BV12-55    ;BSP ADAPT.BU.BI.;;;ABM12BV1;F04     ;;9.67;ST      ;1;22
ABM12BV12L      ;BSP ADAPT.BU.BI.;;;ABM12BV1;F04     ;;8.64;ST      ;1;10
ABM12BV16L      ;BSP ADPT.BU.BI.;;;ABM12BV1;F04     ;;20.29;ST      ;1;5
ABM12JF14       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM12JF1;F04     ;;14.01;ST      ;1;5
ABM12JF17       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM12JF1;F04     ;;15.79;ST      ;1;5
ABM12JF19       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM12JF1;F04     ;;21.45;ST      ;1;10
ABM12JM07       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM0;F04     ;;8.4;ST      ;1;5
ABM12JM08       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM0;F04     ;;8.4;ST      ;1;5
ABM12JM09       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM0;F04     ;;8.4;ST      ;1;7
ABM12JM12       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM1;F04     ;;7.14;ST      ;1;5
ABM12JM14       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM1;F04     ;;7.14;ST      ;1;61
ABM12JM17       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM1;F04     ;;6.61;ST      ;1;5
ABM12JM19       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM1;F04     ;;10.12;ST      ;1;38
ABM12JM21       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM2;F04     ;;11.37;ST      ;1;18
ABM12JM26       ;BSP-JIC ADAPT.BU.BU.;;;ABM12JM2;F04     ;;33.12;ST      ;1;5
ABM12M616       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M61;F04     ;;7.24;ST      ;1;14
ABM12M618       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M61;F04     ;;7.24;ST      ;1;5
ABM12M620       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M62;F04     ;;7.24;ST      ;1;5
ABM12M622       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M62;F04     ;;7.24;ST      ;1;5
ABM12M624       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M62;F04     ;;8.48;ST      ;1;5
ABM12M626       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M62;F04     ;;7.24;ST      ;1;5
ABM12M630       ;BSP-METR.ADAPT.BU.BU.;;;ABM12M63;F04     ;;14.63;ST      ;1;5
ABM12MSO17      ;BSP-UNF ADAPT.BU.BU.;;;ABM12MSO;F04     ;;8.17;ST      ;1;10
ABM12MSO26      ;BSP-UNF ADAPT.BU.BU.;;;ABM12MSO;F04     ;;37;ST      ;1;2
ABM12MU11       ;RECHTE ADAPTER;BSP 3/4"DR. * ORFS 11/16"DR.;;ABMO08MU;F0501036;;51.04;ST      ;1;6
ABM12MU13       ;RECHTE ADAPTER;BSP 3/4"DR. * ORFS 13/16"DR.;;ABM12MU1;F0501036;;51.04;ST      ;1;11
ABM12MU16       ;RECHTE ADAPTER;BSP 3/4"DR. * ORFS 16/16"DR.;;ABM12MU1;F0501036;;17.35;ST      ;1;5
ABM12MU19       ;RECHTE ADAPTER;BSP 3/4"DR. * ORFS 1 3/16"DR.;;ABM12MU1;F0501036;;9.64;ST      ;1;5
ABM12MU23       ;Rechte adapter;BSP 3/4" dr. x ORFS 1-7/16"dr.;;ABM06MU1;F0501036;;32.11;ST      ;1;2
ABM12NM04       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM0;F04     ;;9.64;ST      ;1;5
ABM12NM06       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM0;F04     ;;8.78;ST      ;1;30
ABM12NM08       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM0;F04     ;;9.72;ST      ;1;14
ABM12NM12       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM1;F04     ;;12.56;ST      ;1;10
ABM12NM16       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM1;F04     ;;13.03;ST      ;1;25
ABM12NM20       ;BSP-NPT ADAPT.BU.BU.;;;ABM12NM2;F04     ;;25.67;ST      ;1;5
ABM16           ;BSP ADAPT.PLUG;;;ABM16   ;F0501019;;15.87;ST      ;1;30
ABM16BF16BF16   ;BSP ADAPT.T-WART.BU.BI.BI.;;;ABM16BF1;F04     ;;54.5;ST      ;1;5
ABM16BF16BM16   ;BSP ADAPT.T-WART.BU.BI.BU.;;;ABM16BF1;F04     ;;48.06;ST      ;1;6
ABM16BF16BM16.B ;BSP ADAPT.T-WART.BU.BI.BU.;;;ABM16BF1;F04     ;;57.16;ST      ;1;0
ABM16BM16       ;BSP ADAPT.BU.BU.;;;ABM16BM1;F04     ;;6.62;ST      ;1;369
ABM16BM16BF16   ;BSP ADAPT.T-WART.BU.BU.BI.;;;ABM16BM1;F04     ;;48.06;ST      ;1;20
ABM16BM16BM08   ;BSP ADAPT.T-BU.BU.BU.;;;ABM16BM1;F04     ;;52.02;ST      ;1;5
ABM16BM16BM12   ;BSP ADAPT.T-BU.BU.BU.;;;ABM16BM1;F04     ;;52.02;ST      ;1;5
ABM16BM16BM16   ;BSP ADAPT.T-BU.BU.BU.;;;ABM16BM1;F04     ;;31.54;ST      ;1;16
ABM16BM20       ;BSP ADAPT.BU.BU.;;;ABM16BM2;F04     ;;11.69;ST      ;1;-12
ABM16BM24       ;BSP ADAPT.BU.BU.;;;ABM16BM2;F04     ;;15.47;ST      ;1;12
ABM16BM32       ;BSP ADAPT.BU.BU.;;;ABM16BM3;F04     ;;51.32;ST      ;1;2
ABM16BML16      ;BSP ADAPT.SCHOT BU.BU.;;;ABM16BML;F04     ;;21.68;ST      ;1;20
ABM16BT06       ;BSP-BSPT ADAPT.BU.BU.;;;ABM16BT0;F04     ;;15.71;ST      ;1;5
ABM16BT08       ;BSP-BPST ADAPT.BU.BU.;;;ABM16BT0;F04     ;;12.37;ST      ;1;5
ABM16BT12       ;BSP-BSPT ADAPT.BU.BU.;;;ABM16BT1;F04     ;;21.28;ST      ;1;5
ABM16BT16       ;BSP-BSPT ADAPT.BU.BU.;;;ABM16BT1;F04     ;;9.39;ST      ;1;29
ABM16BT20       ;BSP-BSPT ADAPT.BU.BU.;;;ABM16BT2;F04     ;;27.15;ST      ;1;5
ABM16BT32       ;BSP-BSPT ADAPT.BU.BU.;;;ABM16BT3;F04     ;;58.79;ST      ;1;0
ABM16BV04       ;BSP ADAPT.BU.BI.;;;ABM16BV0;F04     ;;12.37;ST      ;1;2
ABM16BV06       ;BSP ADAPT.BU.BI.;;;ABM16BV0;F04     ;;12.37;ST      ;1;2
ABM16BV08       ;BSP ADAPT.BU.BI.;;;ABM16BV0;F04     ;;12.76;ST      ;1;5
ABM16BV10       ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;12.37;ST      ;1;5
ABM16BV12L      ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;17.19;ST      ;1;15
ABM16BV16-30    ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;12.75;ST      ;1;0
ABM16BV16-35    ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;0;ST      ;1;3
ABM16BV16-65    ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;19.08;ST      ;1;5
ABM16BV16L      ;BSP ADAPT.BU.BI.;;;ABM16BV1;F04     ;;17.19;ST      ;1;20
ABM16BV20L      ;BSP ADAPT.BU.BI.;;;ABM16BV2;F04     ;;53.89;ST      ;1;3
ABM16BV24L      ;BSP ADAPT.BU.BI.;;;ABM16BV2;F04     ;;57.16;ST      ;1;2
ABM16JF19       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM16JF1;F04     ;;23.56;ST      ;1;10
ABM16JF21       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM16JF2;F04     ;;28.31;ST      ;1;70
ABM16JF26       ;BSP-JIC ADAPT.WART.BU.BI.;;;ABM16JF2;F04     ;;45.49;ST      ;1;8
ABM16JM12       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM1;F04     ;;12.9;ST      ;1;11
ABM16JM14       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM1;F04     ;;12.9;ST      ;1;5
ABM16JM17       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM1;F04     ;;11.37;ST      ;1;5
ABM16JM19       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM1;F04     ;;11.37;ST      ;1;8
ABM16JM21       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM2;F04     ;;11.37;ST      ;1;5
ABM16JM26       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM2;F04     ;;18.6;ST      ;1;8
ABM16JM30       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM3;F04     ;;42.92;ST      ;1;0
ABM16JM40       ;BSP-JIC ADAPT.BU.BU.;;;ABM16JM4;F04     ;;85.53;ST      ;1;0
ABM16M618       ;BSP-METR.ADAPT.BU.BU.;;;ABM16M61;F04     ;;14.63;ST      ;1;9
ABM16M622       ;BSP-METR.ADAPT.BU.BU.;;;ABM16M62;F04     ;;14.63;ST      ;1;5
ABM16M626       ;BSP-METR.ADAPT.BU.BU.;;;ABM16M62;F04     ;;14.63;ST      ;1;16
ABM16M630       ;BSP-METR.ADAPT.BU.BU.;;;ABM16M63;F04     ;;14.63;ST      ;1;5
ABM16M636       ;BSP-METR.ADAPT.BU.BU.;;;ABM16M63;F04     ;;24.5;ST      ;1;3
